GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,NATION,NATIONA,COUSUBCC,PLACECC,AIANHHCC,MEMI,NMEMI,CBSAPCI,NECTAPCI,VTD,VTDI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U9Y001,U9Y002,U9Y003,U9Y004
"G1","2020","US","0100000US",,"United States","1",,,,,,,,,,,"9150526749046","698732674530","United States","United States","A","38.61252775","-92.39729495","00",,126817580,53403127,26648231,46766222
