GISJOIN,YEAR,STUSAB,NATION,NATIONA,COUSUBCC,PLACECC,AIANHHCC,AITS,CBSAPCI,NECTAPCI,UATYPE,VTD,VTDI,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,MEMI,NMEMI,PUMA,IFC001
"G1","2010","US","United States","1",,,,,,,,,,"9147592690191","685924118605","United States","A","+38.6122293","-092.3968259","00",,,,131704730
