GISJOIN,YEAR,STUSAB,NATION,NATIONA,COUSUBCC,PLACECC,PLACEDC,AIANHHCC,AITSCE,CMSA,MACCI,NECMACCI,UATYPE,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,FKI001
"G1","2000","US","United States","1",,,,,,,,,,"9161923119956","664706489036","United States","A","+38163610","-092906336","00",,,115904641
