GISJOIN,YEAR,STUSAB,NATION,NATIONA,AIANCC,CMSA,COUSUBCC,PLACECC,PLACEDC,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G1","1990","US","United States","1",,,,,,"9159116046","0650039293","United States","A","+43603781","-108100560",,102263678
