GISJOIN,YEAR,NATION,NATIONA,FSTATUS,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C8Y001
"G1","1980","United States","1","A",,,,,,,,,,"UNITED STATES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88411263
