GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,AR5AA1970,AR5AA1980,AR5AA1990,AR5AA2000,AR5AA2010
"G1702010","Illinois","17","170","Winnebago County","201","2010",246623,250884,252913,278418,295266,285350,76716,89408,96727,107980,115501
"G1702030","Illinois","17","170","Woodford County","203","2030",28012,33320,32653,35469,38664,38467,8337,11055,11395,12797,14276
"G1800010","Indiana","18","180","Adams County","001","0010",26871,29619,31095,33625,34387,35809,7982,9625,10470,11818,12011
"G1800030","Indiana","18","180","Allen County","003","0030",280455,294335,300836,331849,355329,385410,85720,104403,113333,128745,137851
"G1800050","Indiana","18","180","Bartholomew County","005","0050",57022,65088,63657,71435,76794,82208,17414,22804,24192,27936,29860
"G1800070","Indiana","18","180","Benton County","007","0070",11262,10218,9441,9421,8854,8719,3467,3653,3524,3558,3479
"G1800090","Indiana","18","180","Blackford County","009","0090",15888,15570,14067,14048,12766,12112,5159,5577,5436,5690,5236
"G1800110","Indiana","18","180","Boone County","011","0110",30870,36446,38147,46107,56640,70812,9878,12647,13922,17081,21149
"G1800130","Indiana","18","180","Brown County","013","0130",9057,12377,14080,14957,15242,15475,2827,4432,5370,5897,6199
"G1800150","Indiana","18","180","Carroll County","015","0150",17734,19722,18809,20165,20155,20306,5793,6991,7067,7718,7900
"G1800170","Indiana","18","180","Cass County","017","0170",40456,40936,38413,40930,38966,37870,12990,14715,14659,15715,14858
"G1800190","Indiana","18","180","Clark County","019","0190",75876,88838,87777,96472,110232,121093,23249,31021,33292,38751,44248
"G1800210","Indiana","18","180","Clay County","021","0210",23933,24862,24705,26556,26890,26466,8283,9232,9382,10216,10447
"G1800230","Indiana","18","180","Clinton County","023","0230",30547,31545,30974,33866,33224,33190,10159,11325,11450,12545,12105
"G1800250","Indiana","18","180","Crawford County","025","0250",8033,9820,9914,10743,10713,10526,2643,3462,3660,4181,4303
"G1800270","Indiana","18","180","Daviess County","027","0270",26602,27836,27533,29820,31648,33381,8549,9878,10012,10894,11329
"G1800290","Indiana","18","180","Dearborn County","029","0290",29430,34291,38835,46109,50047,50679,9025,11486,13642,16832,18743
"G1800310","Indiana","18","180","Decatur County","031","0310",22738,23841,23645,24555,25740,26472,7014,8069,8427,9389,9977
"G1800330","Indiana","18","180","DeKalb County","033","0330",30837,33606,35324,40285,42223,43265,9466,11437,12725,15134,15951
"G1800350","Indiana","18","180","Delaware County","035","0350",129219,128587,119659,118769,117671,111903,39430,44670,45177,47131,46516
"G1800370","Indiana","18","180","Dubois County","037","0370",30934,34238,36616,39674,41889,43637,8592,11201,13023,14813,16133
"G1800390","Indiana","18","180","Elkhart County","039","0390",126529,137330,156198,182791,197559,207047,39319,48148,56713,66154,70244
"G1800410","Indiana","18","180","Fayette County","041","0410",26216,28272,26015,25588,24277,23398,8308,9960,9945,10199,9719
"G1800430","Indiana","18","180","Floyd County","043","0430",55622,61169,64404,70823,74578,80484,17571,21459,24085,27511,29479
"G1800450","Indiana","18","180","Fountain County","045","0450",18257,19033,17808,17954,17240,16479,6046,6972,6858,7041,6935
"G1800470","Indiana","18","180","Franklin County","047","0470",16943,19612,19580,22151,23087,22785,4886,6137,6636,7868,8579
"G1800490","Indiana","18","180","Fulton County","049","0490",16984,19335,18840,20511,20836,20480,5730,7203,7345,8082,8237
"G1800510","Indiana","18","180","Gibson County","051","0510",30444,33156,31913,32500,33503,33011,10099,12180,12299,12847,13255
"G1800530","Indiana","18","180","Grant County","053","0530",83955,80934,74169,73403,70061,66674,25417,27943,27701,28319,27245
"G1800550","Indiana","18","180","Greene County","055","0550",26894,30416,30410,33157,33165,30803,9497,11519,11910,13372,13487
"G1800570","Indiana","18","180","Hamilton County","057","0570",54532,82027,108936,182740,274569,347467,16453,27263,38834,65933,99835
"G1800590","Indiana","18","180","Hancock County","059","0590",35096,43939,45527,55391,70002,79840,10792,14472,15959,20718,26304
"G1800610","Indiana","18","180","Harrison County","061","0610",20423,27276,29890,34325,39364,39654,6208,9085,10618,12917,15192
"G1800630","Indiana","18","180","Hendricks County","063","0630",53974,69804,75717,104093,145448,174788,16104,22683,26109,37275,52368
"G1800650","Indiana","18","180","Henry County","065","0650",52603,53336,48139,48508,49462,48914,16612,18796,18642,19486,19077
"G1800670","Indiana","18","180","Howard County","067","0670",83198,86896,80827,84964,82752,83658,26181,31050,31523,34800,34301
"G1800690","Indiana","18","180","Huntington County","069","0690",34970,35596,35427,38075,37124,36662,11069,12363,12830,14242,14218
"G1800710","Indiana","18","180","Jackson County","071","0710",33187,36523,37730,41335,42376,46428,10583,12955,14032,16052,16501
"G1800730","Indiana","18","180","Jasper County","073","0730",20429,26138,24960,30043,33478,32918,5832,8288,8527,10686,12232
"G1800750","Indiana","18","180","Jay County","075","0750",23575,23239,21512,21806,21253,20478,7832,8359,8161,8405,8133
"G1800770","Indiana","18","180","Jefferson County","077","0770",27006,30419,29797,31705,32428,33147,7890,10288,10897,12148,12635
"G1800790","Indiana","18","180","Jennings County","079","0790",19454,22854,23661,27554,28525,27613,5404,7312,8351,10134,10680
"G1800810","Indiana","18","180","Johnson County","081","0810",61138,77240,88109,115209,139654,161765,17373,25345,31354,42434,52242
"G1800830","Indiana","18","180","Knox County","083","0830",41546,41838,39884,39256,38440,36282,13692,15481,15145,15552,15249
"G1800850","Indiana","18","180","Kosciusko County","085","0850",48127,59555,65294,74057,77358,80240,15389,20863,23449,27283,29197
"G1800870","Indiana","18","180","LaGrange County","087","0870",20890,25550,29477,34909,37128,40446,5828,7771,9209,11225,11598
"G1800890","Indiana","18","180","Lake County","089","0890",546253,522965,475594,484564,496005,498700,160024,175098,170748,181633,188157
"G1800910","Indiana","18","180","LaPorte County","091","0910",105342,108632,107066,110106,111467,112417,31697,37405,38488,41050,42331
"G1800930","Indiana","18","180","Lawrence County","093","0930",38038,42472,42836,45922,46134,45011,12576,15525,16235,18535,18811
"G1800950","Indiana","18","180","Madison County","095","0950",138451,139336,130669,133358,131636,130129,44190,49985,49804,53052,51927
"G1800970","Indiana","18","180","Marion County","097","0970",792299,765233,797159,860454,903393,977203,251522,285092,319471,352164,366176
"G1800990","Indiana","18","180","Marshall County","099","0990",34986,39155,42182,45128,47051,46095,11014,13640,15146,16519,17406
"G1801010","Indiana","18","180","Martin County","101","1010",10969,11001,10369,10369,10334,9812,3294,3793,3836,4183,4216
"G1801030","Indiana","18","180","Miami County","103","1030",39246,39820,36897,36082,36903,35962,11959,13685,13484,13716,13456
"G1801050","Indiana","18","180","Monroe County","105","1050",84849,98785,108978,120563,137974,139718,25045,33952,39351,46898,54864
"G1801070","Indiana","18","180","Montgomery County","107","1070",33930,35501,34436,37629,38124,37936,11044,12967,13235,14595,14979
"G1801090","Indiana","18","180","Morgan County","109","1090",44176,51999,55920,66689,68894,71780,12900,17160,19600,24437,25765
"G1801110","Indiana","18","180","Newton County","111","1110",11606,14844,13551,14566,14244,13830,3745,5059,4839,5340,5503
"G1801130","Indiana","18","180","Noble County","113","1130",31382,35443,37877,46275,47536,47457,9696,12065,13418,16696,17355
"G1801150","Indiana","18","180","Ohio County","115","1150",4289,5114,5315,5623,6128,5940,1378,1819,1980,2201,2477
"G1801170","Indiana","18","180","Orange County","117","1170",16968,18677,18409,19306,19840,19867,5536,6717,6950,7621,7872
"G1801190","Indiana","18","180","Owen County","119","1190",12163,15841,17281,21786,21575,21321,3985,5631,6394,8282,8486
"G1801210","Indiana","18","180","Parke County","121","1210",14600,16372,15410,17241,17339,16156,4937,5954,5845,6415,6222
"G1801230","Indiana","18","180","Perry County","123","1230",19075,19346,19107,18899,19338,19170,5755,6760,6845,7270,7476
"G1801250","Indiana","18","180","Pike County","125","1250",12281,13465,12509,12837,12845,12250,4298,5049,4925,5119,5186
"G1801270","Indiana","18","180","Porter County","127","1270",87114,119816,128932,146798,164343,173215,24625,39146,45159,54649,61998
"G1801290","Indiana","18","180","Posey County","129","1290",21740,26414,25968,27061,25910,25222,6742,9075,9508,10205,10171
"G1801310","Indiana","18","180","Pulaski County","131","1310",12534,13258,12643,13755,13402,12514,3980,4689,4722,5170,5282
"G1801330","Indiana","18","180","Putnam County","133","1330",26932,29163,30315,36019,37963,36726,7859,9404,9996,12374,12917
"G1801350","Indiana","18","180","Randolph County","135","1350",28915,29997,27148,27401,26171,24502,9645,10709,10451,10937,10451
"G1801370","Indiana","18","180","Ripley County","137","1370",21138,24398,24616,26523,28818,28995,6454,8202,8778,9842,10789
"G1801390","Indiana","18","180","Rush County","139","1390",20352,19604,18129,18261,17392,16752,6253,6641,6504,6923,6767
"G1801430","Indiana","18","180","Scott County","143","1430",17144,20422,20991,22960,24181,24384,5132,6728,7593,8832,9397
"G1801450","Indiana","18","180","Shelby County","145","1450",37797,39887,40307,43445,44436,45055,11874,13823,14761,16561,17302
"G1801470","Indiana","18","180","Spencer County","147","1470",17134,19361,19490,20391,20952,19810,5057,6417,6962,7569,8082
"G1801410","Indiana","18","180","St. Joseph County","141","1410",245045,241617,247052,265559,266931,272912,75666,86204,92365,100743,103069
"G1801490","Indiana","18","180","Starke County","149","1490",19280,21997,22747,23556,23363,23371,5890,7459,8141,8740,9038
"G1801510","Indiana","18","180","Steuben County","151","1510",20159,24694,27446,33214,34185,34435,6455,8754,10194,12738,13310
"G1801530","Indiana","18","180","Sullivan County","153","1530",19889,21107,18993,21751,21475,20817,7000,7948,7364,7819,7823
"G1801550","Indiana","18","180","Switzerland County","155","1550",6306,7153,7738,9065,10613,9737,2130,2547,2839,3435,4034
"G1801570","Indiana","18","180","Tippecanoe County","157","1570",109378,121702,130598,148955,172780,186251,32320,40681,45618,55226,65532
"G1801590","Indiana","18","180","Tipton County","159","1590",16650,16819,16119,16577,15936,15359,5350,5993,6026,6469,6376
"G1801610","Indiana","18","180","Union County","161","1610",6582,6860,6976,7349,7516,7087,2098,2410,2576,2793,2938
"G1801630","Indiana","18","180","Vanderburgh County","163","1630",168772,167515,165058,171922,179703,180136,54771,64030,66780,70623,74454
"G1801650","Indiana","18","180","Vermillion County","165","1650",16793,18229,16773,16788,16212,15439,6014,6924,6638,6762,6619
"G1801670","Indiana","18","180","Vigo County","167","1670",114528,112385,106107,105848,107848,106153,36615,40278,39804,40998,41361
"G1801690","Indiana","18","180","Wabash County","169","1690",35553,36640,35069,34960,32888,30976,10856,12586,12630,13215,12777
"G1801710","Indiana","18","180","Warren County","171","1710",8705,8976,8176,8419,8508,8440,2762,3091,3015,3219,3337
"G1801730","Indiana","18","180","Warrick County","173","1730",27972,41474,44920,52383,59689,63898,8584,13735,15817,19438,22505
"G1801750","Indiana","18","180","Washington County","175","1750",19278,21932,23717,27223,28262,28182,6069,7556,8664,10264,10850
"G1801770","Indiana","18","180","Wayne County","177","1770",79109,76058,71951,71097,68917,66553,25243,27430,27587,28469,27551
"G1801790","Indiana","18","180","Wells County","179","1790",23821,25401,25948,27600,27636,28180,7529,8848,9438,10402,10780
"G1801810","Indiana","18","180","White County","181","1810",20995,23867,23265,25267,24643,24688,6872,8798,8926,9727,9741
"G1801830","Indiana","18","180","Whitley County","183","1830",23395,26215,27651,30707,33292,34191,7299,9065,10010,11711,13001
"G1900010","Iowa","19","190","Adair County","001","0010",9487,9509,8409,8243,7682,7496,3301,3615,3419,3398,3292
"G1900030","Iowa","19","190","Adams County","003","0030",6322,5731,4866,4482,4029,3704,2184,2216,2005,1867,1715
"G1900050","Iowa","19","190","Allamakee County","005","0050",14968,15108,13855,14675,14330,14061,4542,5215,5268,5722,5845
"G1900070","Iowa","19","190","Appanoose County","007","0070",15007,15511,13743,13721,12887,12317,5355,6011,5609,5779,5627
"G1900090","Iowa","19","190","Audubon County","009","0090",9595,8559,7334,6830,6119,5674,3147,3192,2936,2773,2617
"G1900110","Iowa","19","190","Benton County","011","0110",22885,23649,22429,25308,26076,25575,7357,8561,8518,9746,10302
"G1900130","Iowa","19","190","Black Hawk County","013","0130",132916,137961,123798,128012,131090,131144,39638,48205,46932,49683,52470
"G1900150","Iowa","19","190","Boone County","015","0150",26470,26184,25186,26224,26306,26715,8649,9731,9827,10374,10728
"G1900170","Iowa","19","190","Bremer County","017","0170",22737,24820,22813,23325,24276,24988,6861,8454,8394,8860,9385
"G1900190","Iowa","19","190","Buchanan County","019","0190",21746,22900,20844,21093,20958,20565,6355,7672,7506,7933,8161
"G1900210","Iowa","19","190","Buena Vista County","021","0210",20693,20774,19965,20411,20260,20823,6789,7673,7515,7499,7522
"G1900230","Iowa","19","190","Butler County","023","0230",16953,17668,15731,15305,14867,14334,5520,6356,6036,6175,6120
"G1900250","Iowa","19","190","Calhoun County","025","0250",14287,13542,11508,11115,9670,9927,4826,5113,4684,4513,4242
"G1900270","Iowa","19","190","Carroll County","027","0270",22912,22951,21423,21421,20816,20760,6780,7869,7964,8486,8683
"G1900290","Iowa","19","190","Cass County","029","0290",17007,16932,15128,14684,13956,13127,5933,6524,6177,6120,5980
"G1900310","Iowa","19","190","Cedar County","031","0310",17655,18635,17381,18187,18499,18505,5661,6771,6684,7147,7511
"G1900330","Iowa","19","190","Cerro Gordo County","033","0330",49335,48458,46733,46447,44151,43127,16279,18694,19061,19374,19350
"G1900350","Iowa","19","190","Cherokee County","035","0350",17269,16238,14098,13035,12072,11658,5497,5999,5514,5378,5207
"G1900370","Iowa","19","190","Chickasaw County","037","0370",14969,15437,13295,13095,12439,12012,4498,5359,5040,5192,5204
"G1900390","Iowa","19","190","Clarke County","039","0390",7581,8612,8287,9133,9286,9748,2706,3356,3343,3584,3701
"G1900410","Iowa","19","190","Clay County","041","0410",18464,19576,17585,17372,16667,16384,6096,7377,7074,7259,7282
"G1900430","Iowa","19","190","Clayton County","043","0430",20606,21098,19054,18678,18129,17043,6552,7487,7218,7375,7599
"G1900450","Iowa","19","190","Clinton County","045","0450",56749,57122,51040,50149,49116,46460,17707,20345,19757,20105,20223
"G1900470","Iowa","19","190","Crawford County","047","0470",18780,18935,16775,16942,17096,16525,6031,6661,6397,6441,6413
"G1900490","Iowa","19","190","Dallas County","049","0490",26085,29513,29755,40750,66135,99678,8603,10688,11204,15584,25240
"G1900510","Iowa","19","190","Davis County","051","0510",8207,9104,8312,8541,8753,9110,2791,3278,3093,3207,3201
"G1900530","Iowa","19","190","Decatur County","053","0530",9737,9794,8338,8689,8457,7645,3198,3458,3207,3337,3223
"G1900550","Iowa","19","190","Delaware County","055","0550",18770,18933,18035,18404,17764,17488,5327,6219,6389,6834,7062
"G1900570","Iowa","19","190","Des Moines County","057","0570",46982,46203,42614,42351,40325,38910,15693,17350,16874,17270,17003
"G1900590","Iowa","19","190","Dickinson County","059","0590",12565,15629,14909,16424,16667,17703,4335,6033,6160,7103,7554
"G1900610","Iowa","19","190","Dubuque County","061","0610",90609,93745,86403,89143,93653,99266,24279,30021,30799,33690,36815
"G1900630","Iowa","19","190","Emmet County","063","0630",14009,13336,11569,11027,10302,9388,4325,4844,4461,4450,4236
"G1900650","Iowa","19","190","Fayette County","065","0650",26898,25488,21843,22008,20880,19509,8364,9093,8490,8778,8634
"G1900670","Iowa","19","190","Floyd County","067","0670",19860,19597,17058,16900,16303,15627,6392,7084,6721,6828,6886
