GEO_ID,Geographic Area Name,Count Total population,Count Total housing units,Count Occupied housing units,Count Vacant housing units,Count Owner-occupied housing units,Percent Total housing units,Percent Occupied housing units,Percent Vacant housing units,Percent!!HOUSING TENURE!!Occupied housing units,Percen Owner-occupied housing units among Occupied housing units,Percent Renter-occupied housing units among Occupied housing units
US35025,"Lea County, New Mexico",74455,27950,25049,2901,16683,100,89.6,10.4,100,66.6,33.4
US35027,"Lincoln County, New Mexico",20269,17624,9148,8476,6961,100,51.9,48.1,100,76.1,23.9
US35028,"Los Alamos County, New Mexico",19419,8634,8147,487,6083,100,94.4,5.6,100,74.7,25.3
US35029,"Luna County, New Mexico",25427,11508,9822,1686,6627,100,85.3,14.7,100,67.5,32.5
US35031,"McKinley County, New Mexico",72902,25057,22659,2398,15468,100,90.4,9.6,100,68.3,31.7
US35033,"Mora County, New Mexico",4189,2866,1895,971,1587,100,66.1,33.9,100,83.7,16.3
US35035,"Otero County, New Mexico",67839,32210,25932,6278,17486,100,80.5,19.5,100,67.4,32.6
US35037,"Quay County, New Mexico",8746,5471,3922,1549,2717,100,71.7,28.3,100,69.3,30.7
US35039,"Rio Arriba County, New Mexico",40363,19545,16122,3423,12715,100,82.5,17.5,100,78.9,21.1
US35041,"Roosevelt County, New Mexico",19191,8483,7159,1324,4247,100,84.4,15.6,100,59.3,40.7
US35043,"Sandoval County, New Mexico",148834,58603,54856,3747,44946,100,93.6,6.4,100,81.9,18.1
US35045,"San Juan County, New Mexico",121661,47744,42536,5208,29866,100,89.1,10.9,100,70.2,29.8
US35047,"San Miguel County, New Mexico",27201,14768,11351,3417,7995,100,76.9,23.1,100,70.4,29.6
US35049,"Santa Fe County, New Mexico",154823,76877,68020,8857,46871,100,88.5,11.5,100,68.9,31.1
US35051,"Sierra County, New Mexico",11576,8056,5741,2315,4112,100,71.3,28.7,100,71.6,28.4
US35053,"Socorro County, New Mexico",16595,7573,6471,1102,4409,100,85.4,14.6,100,68.1,31.9
US35055,"Taos County, New Mexico",34489,20904,15747,5157,11255,100,75.3,24.7,100,71.5,28.5
US35057,"Torrance County, New Mexico",15045,7169,5953,1216,4804,100,83,17,100,80.7,19.3
US35059,"Union County, New Mexico",4079,2077,1552,525,1016,100,74.7,25.3,100,65.5,34.5
US35061,"Valencia County, New Mexico",76205,29929,27756,2173,21991,100,92.7,7.3,100,79.2,20.8
US36001,"Albany County, New York",314848,146131,132812,13319,73383,100,90.9,9.1,100,55.3,44.7
US36003,"Allegany County, New York",46456,23454,17668,5786,13306,100,75.3,24.7,100,75.3,24.7
US36005,"Bronx County, New York",1472654,547030,522450,24580,97272,100,95.5,4.5,100,18.6,81.4
US36007,"Broome County, New York",198683,92569,82088,10481,51029,100,88.7,11.3,100,62.2,37.8
US36009,"Cattaraugus County, New York",77042,40152,31863,8289,23002,100,79.4,20.6,100,72.2,27.8
US36011,"Cayuga County, New York",76248,36660,31328,5332,21934,100,85.5,14.5,100,70,30
US36013,"Chautauqua County, New York",127657,66247,53223,13024,35702,100,80.3,19.7,100,67.1,32.9
US36015,"Chemung County, New York",84148,38985,35242,3743,23148,100,90.4,9.6,100,65.7,34.3
US36017,"Chenango County, New York",47220,24210,19897,4313,14530,100,82.2,17.8,100,73,27
US36019,"Clinton County, New York",79843,37315,32583,4732,21612,100,87.3,12.7,100,66.3,33.7
US36021,"Columbia County, New York",61570,33226,26590,6636,18967,100,80,20,100,71.3,28.7
US36023,"Cortland County, New York",46809,20814,18378,2436,11935,100,88.3,11.7,100,64.9,35.1
US36025,"Delaware County, New York",44308,29953,19193,10760,14179,100,64.1,35.9,100,73.9,26.1
US36027,"Dutchess County, New York",295911,122009,111927,10082,75861,100,91.7,8.3,100,67.8,32.2
US36029,"Erie County, New York",954236,438747,404064,34683,252151,100,92.1,7.9,100,62.4,37.6
US36031,"Essex County, New York",37381,25123,16088,9035,11774,100,64,36,100,73.2,26.8
US36033,"Franklin County, New York",47555,25318,18974,6344,13579,100,74.9,25.1,100,71.6,28.4
US36035,"Fulton County, New York",53324,28087,22390,5697,15412,100,79.7,20.3,100,68.8,31.2
US36037,"Genesee County, New York",58388,26013,24213,1800,16765,100,93.1,6.9,100,69.2,30.8
US36039,"Greene County, New York",47931,28926,20073,8853,14373,100,69.4,30.6,100,71.6,28.4
US36041,"Hamilton County, New York",5107,7826,2478,5348,2052,100,31.7,68.3,100,82.8,17.2
US36043,"Herkimer County, New York",60139,32335,25318,7017,18093,100,78.3,21.7,100,71.5,28.5
US36045,"Jefferson County, New York",116721,61604,45480,16124,25304,100,73.8,26.2,100,55.6,44.4
US36047,"Kings County, New York",2736074,1077654,1009804,67850,267252,100,93.7,6.3,100,26.5,73.5
US36049,"Lewis County, New York",26582,15464,10754,4710,8241,100,69.5,30.5,100,76.6,23.4
US36051,"Livingston County, New York",61834,27113,24276,2837,17659,100,89.5,10.5,100,72.7,27.3
US36053,"Madison County, New York",68016,30551,26626,3925,19662,100,87.2,12.8,100,73.8,26.2
US36055,"Monroe County, New York",759443,336262,316961,19301,193868,100,94.3,5.7,100,61.2,38.8
US36057,"Montgomery County, New York",49532,22857,19968,2889,13155,100,87.4,12.6,100,65.9,34.1
US36059,"Nassau County, New York",1395774,476732,455482,21250,358332,100,95.5,4.5,100,78.7,21.3
US36061,"New York County, New York",1694251,913926,817782,96144,191489,100,89.5,10.5,100,23.4,76.6
US36063,"Niagara County, New York",212666,100156,91392,8764,62570,100,91.2,8.8,100,68.5,31.5
US36065,"Oneida County, New York",232125,104919,93846,11073,60490,100,89.4,10.6,100,64.5,35.5
US36067,"Onondaga County, New York",476516,211343,195566,15777,121679,100,92.5,7.5,100,62.2,37.8
US36069,"Ontario County, New York",112458,52585,46693,5892,33291,100,88.8,11.2,100,71.3,28.7
US36071,"Orange County, New York",401310,146879,135746,11133,88549,100,92.4,7.6,100,65.2,34.8
US36073,"Orleans County, New York",40343,18209,15969,2240,12054,100,87.7,12.3,100,75.5,24.5
US36075,"Oswego County, New York",117525,54470,46419,8051,33282,100,85.2,14.8,100,71.7,28.3
US36077,"Otsego County, New York",58524,29838,23414,6424,17021,100,78.5,21.5,100,72.7,27.3
US36079,"Putnam County, New York",97668,38308,35329,2979,28793,100,92.2,7.8,100,81.5,18.5
US36081,"Queens County, New York",2405464,896333,847210,49123,340615,100,94.5,5.5,100,40.2,59.8
US36083,"Rensselaer County, New York",161130,74197,66904,7293,41104,100,90.2,9.8,100,61.4,38.6
US36085,"Richmond County, New York",495747,183692,173202,10490,108474,100,94.3,5.7,100,62.6,37.4
US36087,"Rockland County, New York",338329,108068,102948,5120,67036,100,95.3,4.7,100,65.1,34.9
US36089,"St. Lawrence County, New York",108505,51612,41235,10377,29198,100,79.9,20.1,100,70.8,29.2
US36091,"Saratoga County, New York",235509,109919,98756,11163,69148,100,89.8,10.2,100,70,30
US36093,"Schenectady County, New York",158061,70794,64957,5837,40299,100,91.8,8.2,100,62,38
US36095,"Schoharie County, New York",29714,16449,12610,3839,9424,100,76.7,23.3,100,74.7,25.3
US36097,"Schuyler County, New York",17898,9621,7699,1922,5789,100,80,20,100,75.2,24.8
US36099,"Seneca County, New York",33814,16096,13414,2682,9441,100,83.3,16.7,100,70.4,29.6
US36101,"Steuben County, New York",93584,47327,39737,7590,28196,100,84,16,100,71,29
US36103,"Suffolk County, New York",1525920,578940,516872,62068,405016,100,89.3,10.7,100,78.4,21.6
US36105,"Sullivan County, New York",78624,49125,30183,18942,19362,100,61.4,38.6,100,64.1,35.9
US36107,"Tioga County, New York",48455,21787,19878,1909,15128,100,91.2,8.8,100,76.1,23.9
US36109,"Tompkins County, New York",105740,46884,42273,4611,21301,100,90.2,9.8,100,50.4,49.6
US36111,"Ulster County, New York",181851,85853,73321,12532,49095,100,85.4,14.6,100,67,33
US36113,"Warren County, New York",65737,39928,29064,10864,19557,100,72.8,27.2,100,67.3,32.7
US36115,"Washington County, New York",61302,28998,24510,4488,17813,100,84.5,15.5,100,72.7,27.3
US36117,"Wayne County, New York",91283,42257,37485,4772,28223,100,88.7,11.3,100,75.3,24.7
US36119,"Westchester County, New York",1004457,388963,367296,21667,219084,100,94.4,5.6,100,59.6,40.4
US36121,"Wyoming County, New York",40531,18186,15810,2376,11843,100,86.9,13.1,100,74.9,25.1
US36123,"Yates County, New York",24774,13037,9461,3576,7082,100,72.6,27.4,100,74.9,25.1
US37001,"Alamance County, North Carolina",171415,73385,67925,5460,44071,100,92.6,7.4,100,64.9,35.1
US37003,"Alexander County, North Carolina",36444,15960,14408,1552,11126,100,90.3,9.7,100,77.2,22.8
US37005,"Alleghany County, North Carolina",10888,7666,4844,2822,3682,100,63.2,36.8,100,76,24
US37007,"Anson County, North Carolina",22055,9834,8554,1280,5889,100,87,13,100,68.8,31.2
US37009,"Ashe County, North Carolina",26577,16935,11708,5227,8999,100,69.1,30.9,100,76.9,23.1
US37011,"Avery County, North Carolina",17806,13827,6860,6967,5286,100,49.6,50.4,100,77.1,22.9
US37013,"Beaufort County, North Carolina",44652,24090,19430,4660,13960,100,80.7,19.3,100,71.8,28.2
US37015,"Bertie County, North Carolina",17934,8936,7264,1672,5188,100,81.3,18.7,100,71.4,28.6
US37017,"Bladen County, North Carolina",29606,15131,12410,2721,8795,100,82,18,100,70.9,29.1
US37019,"Brunswick County, North Carolina",136693,88330,61496,26834,50354,100,69.6,30.4,100,81.9,18.1
US37021,"Buncombe County, North Carolina",269452,129141,116237,12904,73091,100,90,10,100,62.9,37.1
US37023,"Burke County, North Carolina",87570,39525,35140,4385,25208,100,88.9,11.1,100,71.7,28.3
US37025,"Cabarrus County, North Carolina",225804,87410,82596,4814,57447,100,94.5,5.5,100,69.6,30.4
US37027,"Caldwell County, North Carolina",80652,36931,33166,3765,23636,100,89.8,10.2,100,71.3,28.7
US37029,"Camden County, North Carolina",10355,4119,3875,244,3231,100,94.1,5.9,100,83.4,16.6
US37031,"Carteret County, North Carolina",67686,50846,30112,20734,22257,100,59.2,40.8,100,73.9,26.1
US37033,"Caswell County, North Carolina",22736,10444,9124,1320,6845,100,87.4,12.6,100,75,25
US37035,"Catawba County, North Carolina",160610,70744,64471,6273,44641,100,91.1,8.9,100,69.2,30.8
US37037,"Chatham County, North Carolina",76285,33947,31288,2659,24728,100,92.2,7.8,100,79,21
US37039,"Cherokee County, North Carolina",28774,17863,12705,5158,10199,100,71.1,28.9,100,80.3,19.7
US37041,"Chowan County, North Carolina",13708,7131,5884,1247,4144,100,82.5,17.5,100,70.4,29.6
US37043,"Clay County, North Carolina",11089,7295,4880,2415,3891,100,66.9,33.1,100,79.7,20.3
US37045,"Cleveland County, North Carolina",99519,43630,39887,3743,26441,100,91.4,8.6,100,66.3,33.7
US37047,"Columbus County, North Carolina",50623,23433,20368,3065,14530,100,86.9,13.1,100,71.3,28.7
US37049,"Craven County, North Carolina",100720,46800,40932,5868,27560,100,87.5,12.5,100,67.3,32.7
US37051,"Cumberland County, North Carolina",334728,142175,128978,13197,68874,100,90.7,9.3,100,53.4,46.6
US37053,"Currituck County, North Carolina",28100,15989,10723,5266,8995,100,67.1,32.9,100,83.9,16.1
US37055,"Dare County, North Carolina",36915,34237,15966,18271,12353,100,46.6,53.4,100,77.4,22.6
US37057,"Davidson County, North Carolina",168930,74536,68126,6410,49014,100,91.4,8.6,100,71.9,28.1
US37059,"Davie County, North Carolina",42712,18753,17256,1497,13642,100,92,8,100,79.1,20.9
US37061,"Duplin County, North Carolina",48715,23704,19195,4509,13571,100,81,19,100,70.7,29.3
US37063,"Durham County, North Carolina",324833,144559,134653,9906,70352,100,93.1,6.9,100,52.2,47.8
US37065,"Edgecombe County, North Carolina",48900,23059,19971,3088,11787,100,86.6,13.4,100,59,41
US37067,"Forsyth County, North Carolina",382590,170176,156635,13541,94885,100,92,8,100,60.6,39.4
US37069,"Franklin County, North Carolina",68573,29358,26300,3058,20136,100,89.6,10.4,100,76.6,23.4
US37071,"Gaston County, North Carolina",227943,98136,90799,7337,59765,100,92.5,7.5,100,65.8,34.2
US37073,"Gates County, North Carolina",10478,4767,4244,523,3443,100,89,11,100,81.1,18.9
US37075,"Graham County, North Carolina",8030,5212,3317,1895,2703,100,63.6,36.4,100,81.5,18.5
US37077,"Granville County, North Carolina",60992,24214,22461,1753,16810,100,92.8,7.2,100,74.8,25.2
US37079,"Greene County, North Carolina",20451,7846,6984,862,4868,100,89,11,100,69.7,30.3
US37081,"Guilford County, North Carolina",541299,232277,216022,16255,125296,100,93,7,100,58,42
US37083,"Halifax County, North Carolina",48622,24735,20707,4028,13177,100,83.7,16.3,100,63.6,36.4
US37085,"Harnett County, North Carolina",133568,52876,48083,4793,32106,100,90.9,9.1,100,66.8,33.2
US37087,"Haywood County, North Carolina",62089,34889,27193,7696,20366,100,77.9,22.1,100,74.9,25.1
US37089,"Henderson County, North Carolina",116281,56434,49317,7117,36604,100,87.4,12.6,100,74.2,25.8
US37091,"Hertford County, North Carolina",21552,9803,8351,1452,5256,100,85.2,14.8,100,62.9,37.1
US37093,"Hoke County, North Carolina",52082,20083,18590,1493,12912,100,92.6,7.4,100,69.5,30.5
US37095,"Hyde County, North Carolina",4589,3146,1804,1342,1362,100,57.3,42.7,100,75.5,24.5
US37097,"Iredell County, North Carolina",186693,79372,72706,6666,51659,100,91.6,8.4,100,71.1,28.9
US37099,"Jackson County, North Carolina",43109,26649,16876,9773,11144,100,63.3,36.7,100,66,34
US37101,"Johnston County, North Carolina",215999,84340,79053,5287,58449,100,93.7,6.3,100,73.9,26.1
US37103,"Jones County, North Carolina",9172,4635,3873,762,3005,100,83.6,16.4,100,77.6,22.4
US37105,"Lee County, North Carolina",63285,26583,24575,2008,16478,100,92.4,7.6,100,67.1,32.9
US37107,"Lenoir County, North Carolina",55122,26577,22930,3647,13770,100,86.3,13.7,100,60.1,39.9
US37109,"Lincoln County, North Carolina",86810,37170,34306,2864,26297,100,92.3,7.7,100,76.7,23.3
US37111,"McDowell County, North Carolina",44578,21242,18058,3184,13242,100,85,15,100,73.3,26.7
US37113,"Macon County, North Carolina",37014,26948,16379,10569,12526,100,60.8,39.2,100,76.5,23.5
US37115,"Madison County, North Carolina",21193,11045,8920,2125,6849,100,80.8,19.2,100,76.8,23.2
US37117,"Martin County, North Carolina",22031,11080,9554,1526,6496,100,86.2,13.8,100,68,32
US37119,"Mecklenburg County, North Carolina",1115482,478966,448814,30152,244224,100,93.7,6.3,100,54.4,45.6
US37121,"Mitchell County, North Carolina",14903,8638,6612,2026,5027,100,76.5,23.5,100,76,24
US37123,"Montgomery County, North Carolina",25751,14773,10333,4440,7649,100,69.9,30.1,100,74,26
US37125,"Moore County, North Carolina",99727,48237,41881,6356,31488,100,86.8,13.2,100,75.2,24.8
US37127,"Nash County, North Carolina",94970,43154,39093,4061,24968,100,90.6,9.4,100,63.9,36.1
US37129,"New Hanover County, North Carolina",225702,113368,98109,15259,58989,100,86.5,13.5,100,60.1,39.9
US37131,"Northampton County, North Carolina",17471,10570,7801,2769,5595,100,73.8,26.2,100,71.7,28.3
US37133,"Onslow County, North Carolina",204576,84180,69576,14604,41610,100,82.7,17.3,100,59.8,40.2
US37135,"Orange County, North Carolina",148696,61211,57059,4152,33777,100,93.2,6.8,100,59.2,40.8
US37137,"Pamlico County, North Carolina",12276,7118,5193,1925,4182,100,73,27,100,80.5,19.5
US37139,"Pasquotank County, North Carolina",40568,17410,15616,1794,9830,100,89.7,10.3,100,62.9,37.1
US37141,"Pender County, North Carolina",60203,29927,22962,6965,18655,100,76.7,23.3,100,81.2,18.8
US37143,"Perquimans County, North Carolina",13005,6866,5566,1300,4247,100,81.1,18.9,100,76.3,23.7
US37145,"Person County, North Carolina",39097,18284,16176,2108,11754,100,88.5,11.5,100,72.7,27.3
US37147,"Pitt County, North Carolina",170243,80515,70016,10499,37500,100,87,13,100,53.6,46.4
US37149,"Polk County, North Carolina",19328,10775,8538,2237,6459,100,79.2,20.8,100,75.7,24.3
US37151,"Randolph County, North Carolina",144171,62024,57470,4554,41519,100,92.7,7.3,100,72.2,27.8
US37153,"Richmond County, North Carolina",42946,19605,17454,2151,11324,100,89,11,100,64.9,35.1
US37155,"Robeson County, North Carolina",116530,48426,43402,5024,28925,100,89.6,10.4,100,66.6,33.4
US37157,"Rockingham County, North Carolina",91096,43431,38740,4691,26635,100,89.2,10.8,100,68.8,31.2
US37159,"Rowan County, North Carolina",146875,63200,57433,5767,39424,100,90.9,9.1,100,68.6,31.4
US37161,"Rutherford County, North Carolina",64444,32444,26652,5792,18999,100,82.1,17.9,100,71.3,28.7
US37163,"Sampson County, North Carolina",59036,25481,22562,2919,15845,100,88.5,11.5,100,70.2,29.8
US37165,"Scotland County, North Carolina",34174,14348,12870,1478,7959,100,89.7,10.3,100,61.8,38.2
US37167,"Stanly County, North Carolina",62504,27685,24742,2943,17847,100,89.4,10.6,100,72.1,27.9
US37169,"Stokes County, North Carolina",44520,21160,18893,2267,14691,100,89.3,10.7,100,77.8,22.2
US37171,"Surry County, North Carolina",71359,33436,29659,3777,21358,100,88.7,11.3,100,72,28
US37173,"Swain County, North Carolina",14117,8341,5734,2607,4148,100,68.7,31.3,100,72.3,27.7
US37175,"Transylvania County, North Carolina",32986,19025,14385,4640,10782,100,75.6,24.4,100,75,25
US37177,"Tyrrell County, North Carolina",3245,1999,1444,555,1028,100,72.2,27.8,100,71.2,28.8
US37179,"Union County, North Carolina",238267,83788,80167,3621,65257,100,95.7,4.3,100,81.4,18.6
US37181,"Vance County, North Carolina",42578,19276,17038,2238,10046,100,88.4,11.6,100,59,41
US37183,"Wake County, North Carolina",1129410,462582,437043,25539,269079,100,94.5,5.5,100,61.6,38.4
US37185,"Warren County, North Carolina",18642,11309,7894,3415,5733,100,69.8,30.2,100,72.6,27.4
US37187,"Washington County, North Carolina",11003,6039,4871,1168,3319,100,80.7,19.3,100,68.1,31.9
US37189,"Watauga County, North Carolina",54086,32637,21413,11224,12093,100,65.6,34.4,100,56.5,43.5
US37191,"Wayne County, North Carolina",117333,52551,45997,6554,28709,100,87.5,12.5,100,62.4,37.6
US37193,"Wilkes County, North Carolina",65969,31545,27612,3933,20311,100,87.5,12.5,100,73.6,26.4
US37195,"Wilson County, North Carolina",78784,36252,32222,4030,19372,100,88.9,11.1,100,60.1,39.9
US37197,"Yadkin County, North Carolina",37214,16946,15225,1721,11447,100,89.8,10.2,100,75.2,24.8
US37199,"Yancey County, North Carolina",18470,11230,8120,3110,6214,100,72.3,27.7,100,76.5,23.5
US38001,"Adams County, North Dakota",2200,1364,1011,353,772,100,74.1,25.9,100,76.4,23.6
US38003,"Barnes County, North Dakota",10853,5671,4772,899,3243,100,84.1,15.9,100,68,32
US38005,"Benson County, North Dakota",5964,2542,2015,527,1442,100,79.3,20.7,100,71.6,28.4
US38007,"Billings County, North Dakota",945,567,406,161,306,100,71.6,28.4,100,75.4,24.6
US38009,"Bottineau County, North Dakota",6379,3931,2779,1152,2197,100,70.7,29.3,100,79.1,20.9
US38011,"Bowman County, North Dakota",2993,1633,1294,339,989,100,79.2,20.8,100,76.4,23.6
US38013,"Burke County, North Dakota",2201,1378,954,424,772,100,69.2,30.8,100,80.9,19.1
US38015,"Burleigh County, North Dakota",98458,42692,39927,2765,27555,100,93.5,6.5,100,69,31
US38017,"Cass County, North Dakota",184525,85397,78672,6725,40280,100,92.1,7.9,100,51.2,48.8
US38019,"Cavalier County, North Dakota",3704,2097,1661,436,1346,100,79.2,20.8,100,81,19
US38021,"Dickey County, North Dakota",4999,2383,1985,398,1482,100,83.3,16.7,100,74.7,25.3
US38023,"Divide County, North Dakota",2195,1397,965,432,718,100,69.1,30.9,100,74.4,25.6
US38025,"Dunn County, North Dakota",4095,2105,1558,547,1138,100,74,26,100,73,27
US38027,"Eddy County, North Dakota",2347,1240,1026,214,761,100,82.7,17.3,100,74.2,25.8
US38029,"Emmons County, North Dakota",3301,2047,1492,555,1237,100,72.9,27.1,100,82.9,17.1
US38031,"Foster County, North Dakota",3397,1773,1458,315,1120,100,82.2,17.8,100,76.8,23.2
US38033,"Golden Valley County, North Dakota",1736,899,721,178,565,100,80.2,19.8,100,78.4,21.6
US38035,"Grand Forks County, North Dakota",73170,33428,30658,2770,15262,100,91.7,8.3,100,49.8,50.2
US38037,"Grant County, North Dakota",2301,1649,1028,621,857,100,62.3,37.7,100,83.4,16.6
US38039,"Griggs County, North Dakota",2306,1378,1015,363,788,100,73.7,26.3,100,77.6,22.4
US38041,"Hettinger County, North Dakota",2489,1399,1064,335,857,100,76.1,23.9,100,80.5,19.5
US38043,"Kidder County, North Dakota",2394,1631,1043,588,841,100,63.9,36.1,100,80.6,19.4
US38045,"LaMoure County, North Dakota",4093,2064,1720,344,1405,100,83.3,16.7,100,81.7,18.3
US38047,"Logan County, North Dakota",1876,1078,791,287,644,100,73.4,26.6,100,81.4,18.6
US38049,"McHenry County, North Dakota",5345,2818,2292,526,1925,100,81.3,18.7,100,84,16
US38051,"McIntosh County, North Dakota",2530,1704,1177,527,965,100,69.1,30.9,100,82,18
US38053,"McKenzie County, North Dakota",14704,7661,5416,2245,2635,100,70.7,29.3,100,48.7,51.3
US38055,"McLean County, North Dakota",9771,5728,4129,1599,3383,100,72.1,27.9,100,81.9,18.1
US38057,"Mercer County, North Dakota",8350,4657,3475,1182,2876,100,74.6,25.4,100,82.8,17.2
US38059,"Morton County, North Dakota",33291,15107,13827,1280,9806,100,91.5,8.5,100,70.9,29.1
US38061,"Mountrail County, North Dakota",9809,5018,3715,1303,2251,100,74,26,100,60.6,39.4
US38063,"Nelson County, North Dakota",3015,1791,1386,405,1120,100,77.4,22.6,100,80.8,19.2
US38065,"Oliver County, North Dakota",1877,912,760,152,649,100,83.3,16.7,100,85.4,14.6
US38067,"Pembina County, North Dakota",6844,3499,3003,496,2353,100,85.8,14.2,100,78.4,21.6
US38069,"Pierce County, North Dakota",3990,2040,1719,321,1352,100,84.3,15.7,100,78.7,21.3
US38071,"Ramsey County, North Dakota",11605,5843,4947,896,3167,100,84.7,15.3,100,64,36
US38073,"Ransom County, North Dakota",5703,2536,2246,290,1629,100,88.6,11.4,100,72.5,27.5
US38075,"Renville County, North Dakota",2282,1282,982,300,795,100,76.6,23.4,100,81,19
US38077,"Richland County, North Dakota",16529,7501,6710,791,4811,100,89.5,10.5,100,71.7,28.3
US38079,"Rolette County, North Dakota",12187,4581,4114,467,2814,100,89.8,10.2,100,68.4,31.6
US38081,"Sargent County, North Dakota",3862,1999,1734,265,1312,100,86.7,13.3,100,75.7,24.3
US38083,"Sheridan County, North Dakota",1265,808,585,223,496,100,72.4,27.6,100,84.8,15.2
US38085,"Sioux County, North Dakota",3898,1277,1103,174,515,100,86.4,13.6,100,46.7,53.3
US38087,"Slope County, North Dakota",706,409,303,106,251,100,74.1,25.9,100,82.8,17.2
US38089,"Stark County, North Dakota",33646,15381,13561,1820,8362,100,88.2,11.8,100,61.7,38.3
US38091,"Steele County, North Dakota",1798,1091,788,303,645,100,72.2,27.8,100,81.9,18.1
US38093,"Stutsman County, North Dakota",21593,10374,9084,1290,5964,100,87.6,12.4,100,65.7,34.3
US38095,"Towner County, North Dakota",2162,1290,965,325,751,100,74.8,25.2,100,77.8,22.2
US38097,"Traill County, North Dakota",7997,3649,3230,419,2391,100,88.5,11.5,100,74,26
US38099,"Walsh County, North Dakota",10563,5202,4493,709,3381,100,86.4,13.6,100,75.3,24.7
US38101,"Ward County, North Dakota",69919,32176,28847,3329,16509,100,89.7,10.3,100,57.2,42.8
US38103,"Wells County, North Dakota",3982,2338,1852,486,1483,100,79.2,20.8,100,80.1,19.9
US38105,"Williams County, North Dakota",40950,20227,16095,4132,7663,100,79.6,20.4,100,47.6,52.4
US39001,"Adams County, Ohio",27477,12692,10938,1754,7684,100,86.2,13.8,100,70.3,29.7
US39003,"Allen County, Ohio",102206,44563,40935,3628,27373,100,91.9,8.1,100,66.9,33.1
US39005,"Ashland County, Ohio",52447,22471,20700,1771,15445,100,92.1,7.9,100,74.6,25.4
US39007,"Ashtabula County, Ohio",97574,46237,39329,6908,27914,100,85.1,14.9,100,71,29
US39009,"Athens County, Ohio",62431,26386,23696,2690,12893,100,89.8,10.2,100,54.4,45.6
US39011,"Auglaize County, Ohio",46422,19873,18602,1271,14059,100,93.6,6.4,100,75.6,24.4
US39013,"Belmont County, Ohio",66497,31618,27333,4285,20038,100,86.4,13.6,100,73.3,26.7
US39015,"Brown County, Ohio",43676,19324,17153,2171,12773,100,88.8,11.2,100,74.5,25.5
US39017,"Butler County, Ohio",390357,153741,145159,8582,97811,100,94.4,5.6,100,67.4,32.6
US39019,"Carroll County, Ohio",26721,13395,11065,2330,8637,100,82.6,17.4,100,78.1,21.9
US39021,"Champaign County, Ohio",38714,16862,15638,1224,11680,100,92.7,7.3,100,74.7,25.3
US39023,"Clark County, Ohio",136001,60987,55844,5143,36998,100,91.6,8.4,100,66.3,33.7
US39025,"Clermont County, Ohio",208601,86363,81944,4419,59681,100,94.9,5.1,100,72.8,27.2
US39027,"Clinton County, Ohio",42018,17906,16464,1442,11377,100,91.9,8.1,100,69.1,30.9
US39029,"Columbiana County, Ohio",101877,46091,41706,4385,30371,100,90.5,9.5,100,72.8,27.2
US39031,"Coshocton County, Ohio",36612,16324,14621,1703,10576,100,89.6,10.4,100,72.3,27.7
US39033,"Crawford County, Ohio",42025,19865,18069,1796,12360,100,91,9,100,68.4,31.6
US39035,"Cuyahoga County, Ohio",1264817,615825,555988,59837,319599,100,90.3,9.7,100,57.5,42.5
US39037,"Darke County, Ohio",51881,22599,20925,1674,15360,100,92.6,7.4,100,73.4,26.6
US39039,"Defiance County, Ohio",38286,16539,15482,1057,11781,100,93.6,6.4,100,76.1,23.9
US39041,"Delaware County, Ohio",214124,81854,77713,4141,61315,100,94.9,5.1,100,78.9,21.1
US39043,"Erie County, Ohio",75622,38262,32360,5902,22172,100,84.6,15.4,100,68.5,31.5
US39045,"Fairfield County, Ohio",158921,62466,58691,3775,43259,100,94,6,100,73.7,26.3
US39047,"Fayette County, Ohio",28951,12663,11752,911,7375,100,92.8,7.2,100,62.8,37.2
US39049,"Franklin County, Ohio",1323807,580903,540369,40534,277009,100,93,7,100,51.3,48.7
US39051,"Fulton County, Ohio",42713,17689,16801,888,13019,100,95,5,100,77.5,22.5
US39053,"Gallia County, Ohio",29220,13430,11665,1765,8290,100,86.9,13.1,100,71.1,28.9
US39055,"Geauga County, Ohio",95397,37419,35460,1959,30712,100,94.8,5.2,100,86.6,13.4
US39057,"Greene County, Ohio",167966,71336,66831,4505,44365,100,93.7,6.3,100,66.4,33.6
US39059,"Guernsey County, Ohio",38438,19009,16100,2909,11367,100,84.7,15.3,100,70.6,29.4
US39061,"Hamilton County, Ohio",830639,379015,347126,31889,199338,100,91.6,8.4,100,57.4,42.6
US39063,"Hancock County, Ohio",74920,33655,31107,2548,21827,100,92.4,7.6,100,70.2,29.8
US39065,"Hardin County, Ohio",30696,12883,11638,1245,8297,100,90.3,9.7,100,71.3,28.7
US39067,"Harrison County, Ohio",14483,7379,6032,1347,4603,100,81.7,18.3,100,76.3,23.7
US39069,"Henry County, Ohio",27662,12036,11262,774,9034,100,93.6,6.4,100,80.2,19.8
US39071,"Highland County, Ohio",43317,18981,16876,2105,12067,100,88.9,11.1,100,71.5,28.5
US39073,"Hocking County, Ohio",28050,12987,11429,1558,8359,100,88,12,100,73.1,26.9
US39075,"Holmes County, Ohio",44223,14588,13490,1098,10123,100,92.5,7.5,100,75,25
US39077,"Huron County, Ohio",58565,25499,23406,2093,16138,100,91.8,8.2,100,68.9,31.1
US39079,"Jackson County, Ohio",32653,14399,12936,1463,9067,100,89.8,10.2,100,70.1,29.9
