GEO_ID,Geographic Area Name,Count Total population,Count Total housing units,Count Occupied housing units,Count Vacant housing units,Count Owner-occupied housing units,Percent Total housing units,Percent Occupied housing units,Percent Vacant housing units,Percent!!HOUSING TENURE!!Occupied housing units,Percen Owner-occupied housing units among Occupied housing units,Percent Renter-occupied housing units among Occupied housing units
US12007,"Bradford County, Florida",28303,10723,9462,1261,7048,100,88.2,11.8,100,74.5,25.5
US12009,"Brevard County, Florida",606612,288794,257026,31768,187450,100,89,11,100,72.9,27.1
US12011,"Broward County, Florida",1944375,860329,756657,103672,460477,100,87.9,12.1,100,60.9,39.1
US12013,"Calhoun County, Florida",13648,5628,4784,844,3760,100,85,15,100,78.6,21.4
US12015,"Charlotte County, Florida",186847,110046,85846,24200,69823,100,78,22,100,81.3,18.7
US12017,"Citrus County, Florida",153843,81687,69438,12249,57026,100,85,15,100,82.1,17.9
US12019,"Clay County, Florida",218245,85049,78939,6110,58205,100,92.8,7.2,100,73.7,26.3
US12021,"Collier County, Florida",375752,228390,157921,70469,118265,100,69.1,30.9,100,74.9,25.1
US12023,"Columbia County, Florida",69698,29775,26424,3351,18889,100,88.7,11.3,100,71.5,28.5
US12027,"DeSoto County, Florida",33976,15548,11941,3607,8718,100,76.8,23.2,100,73,27
US12029,"Dixie County, Florida",16759,9276,6248,3028,4978,100,67.4,32.6,100,79.7,20.3
US12031,"Duval County, Florida",995567,435033,399759,35274,225950,100,91.9,8.1,100,56.5,43.5
US12033,"Escambia County, Florida",321905,145390,128160,17230,80848,100,88.1,11.9,100,63.1,36.9
US12035,"Flagler County, Florida",115378,55565,48450,7115,38054,100,87.2,12.8,100,78.5,21.5
US12037,"Franklin County, Florida",12451,8347,4947,3400,3798,100,59.3,40.7,100,76.8,23.2
US12039,"Gadsden County, Florida",43826,18929,16806,2123,12202,100,88.8,11.2,100,72.6,27.4
US12041,"Gilchrist County, Florida",17864,7493,6551,942,5531,100,87.4,12.6,100,84.4,15.6
US12043,"Glades County, Florida",12126,6491,4250,2241,3418,100,65.5,34.5,100,80.4,19.6
US12045,"Gulf County, Florida",14192,8796,5571,3225,4393,100,63.3,36.7,100,78.9,21.1
US12047,"Hamilton County, Florida",14004,5596,4690,906,3419,100,83.8,16.2,100,72.9,27.1
US12049,"Hardee County, Florida",25327,9820,8059,1761,5552,100,82.1,17.9,100,68.9,31.1
US12051,"Hendry County, Florida",39619,14971,12644,2327,8640,100,84.5,15.5,100,68.3,31.7
US12053,"Hernando County, Florida",194515,89165,79773,9392,63377,100,89.5,10.5,100,79.4,20.6
US12055,"Highlands County, Florida",101235,57486,44376,13110,33684,100,77.2,22.8,100,75.9,24.1
US12057,"Hillsborough County, Florida",1459762,602886,559949,42937,330109,100,92.9,7.1,100,59,41
US12059,"Holmes County, Florida",19653,8622,7282,1340,5531,100,84.5,15.5,100,76,24
US12061,"Indian River County, Florida",159788,83529,71177,12352,53918,100,85.2,14.8,100,75.8,24.2
US12063,"Jackson County, Florida",47319,19882,17083,2799,12369,100,85.9,14.1,100,72.4,27.6
US12065,"Jefferson County, Florida",14510,6690,5816,874,4488,100,86.9,13.1,100,77.2,22.8
US12067,"Lafayette County, Florida",8226,3284,2727,557,2125,100,83,17,100,77.9,22.1
US12069,"Lake County, Florida",383956,177628,156923,20705,115800,100,88.3,11.7,100,73.8,26.2
US12071,"Lee County, Florida",760822,416332,318303,98029,228794,100,76.5,23.5,100,71.9,28.1
US12073,"Leon County, Florida",292198,133478,121085,12393,61938,100,90.7,9.3,100,51.2,48.8
US12075,"Levy County, Florida",42915,20868,17756,3112,14166,100,85.1,14.9,100,79.8,20.2
US12077,"Liberty County, Florida",7974,3196,2491,705,1911,100,77.9,22.1,100,76.7,23.3
US12079,"Madison County, Florida",17968,8315,6877,1438,5058,100,82.7,17.3,100,73.5,26.5
US12081,"Manatee County, Florida",399710,206633,168437,38196,119521,100,81.5,18.5,100,71,29
US12083,"Marion County, Florida",375908,177380,156906,20474,118473,100,88.5,11.5,100,75.5,24.5
US12085,"Martin County, Florida",158431,81371,68750,12621,53216,100,84.5,15.5,100,77.4,22.6
US12086,"Miami-Dade County, Florida",2701767,1074685,967414,107271,491139,100,90,10,100,50.8,49.2
US12087,"Monroe County, Florida",82874,53961,36436,17525,22038,100,67.5,32.5,100,60.5,39.5
US12089,"Nassau County, Florida",90352,41628,35919,5709,28877,100,86.3,13.7,100,80.4,19.6
US12091,"Okaloosa County, Florida",211668,101197,83957,17240,54223,100,83,17,100,64.6,35.4
US12093,"Okeechobee County, Florida",39644,18484,14433,4051,10595,100,78.1,21.9,100,73.4,26.6
US12095,"Orange County, Florida",1429908,561851,519437,42414,279246,100,92.5,7.5,100,53.8,46.2
US12097,"Osceola County, Florida",388656,154680,130574,24106,81666,100,84.4,15.6,100,62.5,37.5
US12099,"Palm Beach County, Florida",1492191,705988,607880,98108,409535,100,86.1,13.9,100,67.4,32.6
US12101,"Pasco County, Florida",561891,256783,225214,31569,165372,100,87.7,12.3,100,73.4,26.6
US12103,"Pinellas County, Florida",959107,516324,442789,73535,288422,100,85.8,14.2,100,65.1,34.9
US12105,"Polk County, Florida",725046,316381,272418,43963,188602,100,86.1,13.9,100,69.2,30.8
US12107,"Putnam County, Florida",73321,36014,29569,6445,22073,100,82.1,17.9,100,74.6,25.4
US12109,"St. Johns County, Florida",273425,119090,104640,14450,84024,100,87.9,12.1,100,80.3,19.7
US12111,"St. Lucie County, Florida",329226,147884,128997,18887,96251,100,87.2,12.8,100,74.6,25.4
US12113,"Santa Rosa County, Florida",188000,75854,69454,6400,53718,100,91.6,8.4,100,77.3,22.7
US12115,"Sarasota County, Florida",434006,253231,200211,53020,152400,100,79.1,20.9,100,76.1,23.9
US12117,"Seminole County, Florida",470856,193790,182420,11370,114979,100,94.1,5.9,100,63,37
US12119,"Sumter County, Florida",129752,75304,62907,12397,55560,100,83.5,16.5,100,88.3,11.7
US12121,"Suwannee County, Florida",43474,18859,16385,2474,12265,100,86.9,13.1,100,74.9,25.1
US12123,"Taylor County, Florida",21796,11088,8138,2950,6174,100,73.4,26.6,100,75.9,24.1
US12125,"Union County, Florida",16147,4713,4271,442,3005,100,90.6,9.4,100,70.4,29.6
US12127,"Volusia County, Florida",553543,272325,232301,40024,166686,100,85.3,14.7,100,71.8,28.2
US12129,"Wakulla County, Florida",33764,13633,11970,1663,9717,100,87.8,12.2,100,81.2,18.8
US12131,"Walton County, Florida",75305,56197,29981,26216,22880,100,53.3,46.7,100,76.3,23.7
US12133,"Washington County, Florida",25318,10846,9124,1722,7062,100,84.1,15.9,100,77.4,22.6
US13001,"Appling County, Georgia",18444,8496,7135,1361,5235,100,84,16,100,73.4,26.6
US13003,"Atkinson County, Georgia",8286,3470,3064,406,2199,100,88.3,11.7,100,71.8,28.2
US13005,"Bacon County, Georgia",11140,4807,4251,556,2902,100,88.4,11.6,100,68.3,31.7
US13007,"Baker County, Georgia",2876,1447,1187,260,845,100,82,18,100,71.2,28.8
US13009,"Baldwin County, Georgia",43799,19988,16511,3477,9562,100,82.6,17.4,100,57.9,42.1
US13011,"Banks County, Georgia",18035,7211,6652,559,5176,100,92.2,7.8,100,77.8,22.2
US13013,"Barrow County, Georgia",83505,30019,28727,1292,22249,100,95.7,4.3,100,77.4,22.6
US13015,"Bartow County, Georgia",108901,42435,40045,2390,27396,100,94.4,5.6,100,68.4,31.6
US13017,"Ben Hill County, Georgia",17194,8124,7074,1050,4136,100,87.1,12.9,100,58.5,41.5
US13019,"Berrien County, Georgia",18160,7991,7118,873,4879,100,89.1,10.9,100,68.5,31.5
US13021,"Bibb County, Georgia",157346,71901,62762,9139,31408,100,87.3,12.7,100,50,50
US13023,"Bleckley County, Georgia",12583,5176,4547,629,3208,100,87.8,12.2,100,70.6,29.4
US13025,"Brantley County, Georgia",18021,8143,6915,1228,5453,100,84.9,15.1,100,78.9,21.1
US13027,"Brooks County, Georgia",16301,7280,6359,921,4410,100,87.3,12.7,100,69.4,30.6
US13029,"Bryan County, Georgia",44738,16703,15445,1258,11257,100,92.5,7.5,100,72.9,27.1
US13031,"Bulloch County, Georgia",81099,32983,29747,3236,14843,100,90.2,9.8,100,49.9,50.1
US13033,"Burke County, Georgia",24596,11138,9905,1233,6522,100,88.9,11.1,100,65.8,34.2
US13035,"Butts County, Georgia",25434,9437,8460,977,6266,100,89.6,10.4,100,74.1,25.9
US13037,"Calhoun County, Georgia",5573,2020,1671,349,1111,100,82.7,17.3,100,66.5,33.5
US13039,"Camden County, Georgia",54768,22541,20374,2167,13137,100,90.4,9.6,100,64.5,35.5
US13043,"Candler County, Georgia",10981,4629,4116,513,2706,100,88.9,11.1,100,65.7,34.3
US13045,"Carroll County, Georgia",119148,46239,42859,3380,28536,100,92.7,7.3,100,66.6,33.4
US13047,"Catoosa County, Georgia",67872,27971,26300,1671,19049,100,94,6,100,72.4,27.6
US13049,"Charlton County, Georgia",12518,4660,3993,667,2966,100,85.7,14.3,100,74.3,25.7
US13051,"Chatham County, Georgia",295291,134146,118480,15666,64316,100,88.3,11.7,100,54.3,45.7
US13053,"Chattahoochee County, Georgia",9565,3242,2625,617,709,100,81,19,100,27,73
US13055,"Chattooga County, Georgia",24965,10854,9520,1334,6535,100,87.7,12.3,100,68.6,31.4
US13057,"Cherokee County, Georgia",266620,100813,95916,4897,74017,100,95.1,4.9,100,77.2,22.8
US13059,"Clarke County, Georgia",128671,55802,51641,4161,20301,100,92.5,7.5,100,39.3,60.7
US13061,"Clay County, Georgia",2848,1961,1250,711,890,100,63.7,36.3,100,71.2,28.8
US13063,"Clayton County, Georgia",297595,114038,106200,7838,52590,100,93.1,6.9,100,49.5,50.5
US13065,"Clinch County, Georgia",6749,3025,2587,438,1736,100,85.5,14.5,100,67.1,32.9
US13067,"Cobb County, Georgia",766149,308504,291639,16865,187439,100,94.5,5.5,100,64.3,35.7
US13069,"Coffee County, Georgia",43092,17331,15277,2054,9763,100,88.1,11.9,100,63.9,36.1
US13071,"Colquitt County, Georgia",45898,19105,17172,1933,10499,100,89.9,10.1,100,61.1,38.9
US13073,"Columbia County, Georgia",156010,58640,55449,3191,42794,100,94.6,5.4,100,77.2,22.8
US13075,"Cook County, Georgia",17229,7258,6432,826,4159,100,88.6,11.4,100,64.7,35.3
US13077,"Coweta County, Georgia",146158,56729,53596,3133,39339,100,94.5,5.5,100,73.4,26.6
US13079,"Crawford County, Georgia",12130,5154,4679,475,3733,100,90.8,9.2,100,79.8,20.2
US13081,"Crisp County, Georgia",20128,9854,8346,1508,4658,100,84.7,15.3,100,55.8,44.2
US13083,"Dade County, Georgia",16251,7387,6354,1033,4727,100,86,14,100,74.4,25.6
US13085,"Dawson County, Georgia",26798,11926,10313,1613,8322,100,86.5,13.5,100,80.7,19.3
US13087,"Decatur County, Georgia",29367,13036,11466,1570,7100,100,88,12,100,61.9,38.1
US13089,"DeKalb County, Georgia",764382,326101,302243,23858,159482,100,92.7,7.3,100,52.8,47.2
US13091,"Dodge County, Georgia",19925,8533,7507,1026,4867,100,88,12,100,64.8,35.2
US13093,"Dooly County, Georgia",11208,4762,4047,715,2708,100,85,15,100,66.9,33.1
US13095,"Dougherty County, Georgia",85790,40560,35252,5308,15392,100,86.9,13.1,100,43.7,56.3
US13097,"Douglas County, Georgia",144237,53885,51024,2861,33620,100,94.7,5.3,100,65.9,34.1
US13099,"Early County, Georgia",10854,4918,4312,606,2841,100,87.7,12.3,100,65.9,34.1
US13101,"Echols County, Georgia",3697,1531,1286,245,891,100,84,16,100,69.3,30.7
US13103,"Effingham County, Georgia",64769,24317,22892,1425,17853,100,94.1,5.9,100,78,22
US13105,"Elbert County, Georgia",19637,9248,8016,1232,5730,100,86.7,13.3,100,71.5,28.5
US13107,"Emanuel County, Georgia",22768,9962,8644,1318,5482,100,86.8,13.2,100,63.4,36.6
US13109,"Evans County, Georgia",10774,4646,4099,547,2600,100,88.2,11.8,100,63.4,36.6
US13111,"Fannin County, Georgia",25319,17643,11189,6454,8752,100,63.4,36.6,100,78.2,21.8
US13113,"Fayette County, Georgia",119194,45202,42886,2316,34293,100,94.9,5.1,100,80,20
US13115,"Floyd County, Georgia",98584,40475,36883,3592,22703,100,91.1,8.9,100,61.6,38.4
US13117,"Forsyth County, Georgia",251283,87581,83551,4030,68577,100,95.4,4.6,100,82.1,17.9
US13119,"Franklin County, Georgia",23424,10586,8951,1635,6435,100,84.6,15.4,100,71.9,28.1
US13121,"Fulton County, Georgia",1066710,494006,448577,45429,224216,100,90.8,9.2,100,50,50
US13123,"Gilmer County, Georgia",31353,17717,12832,4885,10190,100,72.4,27.6,100,79.4,20.6
US13125,"Glascock County, Georgia",2884,1403,1151,252,846,100,82,18,100,73.5,26.5
US13127,"Glynn County, Georgia",84499,42156,34339,7817,21795,100,81.5,18.5,100,63.5,36.5
US13129,"Gordon County, Georgia",57544,22736,21210,1526,14349,100,93.3,6.7,100,67.7,32.3
US13131,"Grady County, Georgia",26236,11539,10316,1223,6625,100,89.4,10.6,100,64.2,35.8
US13133,"Greene County, Georgia",18915,10087,7874,2213,6006,100,78.1,21.9,100,76.3,23.7
US13135,"Gwinnett County, Georgia",957062,330569,316708,13861,206765,100,95.8,4.2,100,65.3,34.7
US13137,"Habersham County, Georgia",46031,18340,16408,1932,12183,100,89.5,10.5,100,74.3,25.7
US13139,"Hall County, Georgia",203136,76865,71022,5843,49062,100,92.4,7.6,100,69.1,30.9
US13141,"Hancock County, Georgia",8735,4896,3298,1598,2487,100,67.4,32.6,100,75.4,24.6
US13143,"Haralson County, Georgia",29919,12292,11307,985,8096,100,92,8,100,71.6,28.4
US13145,"Harris County, Georgia",34668,14212,12770,1442,11130,100,89.9,10.1,100,87.2,12.8
US13147,"Hart County, Georgia",25828,12763,10388,2375,7845,100,81.4,18.6,100,75.5,24.5
US13149,"Heard County, Georgia",11412,4742,4278,464,3058,100,90.2,9.8,100,71.5,28.5
US13151,"Henry County, Georgia",240712,86594,82794,3800,60421,100,95.6,4.4,100,73,27
US13153,"Houston County, Georgia",163633,66633,62115,4518,39944,100,93.2,6.8,100,64.3,35.7
US13155,"Irwin County, Georgia",9666,4158,3617,541,2632,100,87,13,100,72.8,27.2
US13157,"Jackson County, Georgia",75907,27699,26174,1525,20930,100,94.5,5.5,100,80,20
US13159,"Jasper County, Georgia",14588,6270,5412,858,4354,100,86.3,13.7,100,80.5,19.5
US13161,"Jeff Davis County, Georgia",14779,6351,5560,791,3719,100,87.5,12.5,100,66.9,33.1
US13163,"Jefferson County, Georgia",15709,7148,6170,978,4127,100,86.3,13.7,100,66.9,33.1
US13165,"Jenkins County, Georgia",8674,4066,3245,821,2154,100,79.8,20.2,100,66.4,33.6
US13167,"Johnson County, Georgia",9189,3542,3100,442,2266,100,87.5,12.5,100,73.1,26.9
US13169,"Jones County, Georgia",28347,11584,10623,961,8302,100,91.7,8.3,100,78.2,21.8
US13171,"Lamar County, Georgia",18500,7561,6897,664,4782,100,91.2,8.8,100,69.3,30.7
US13173,"Lanier County, Georgia",9877,4069,3570,499,2316,100,87.7,12.3,100,64.9,35.1
US13175,"Laurens County, Georgia",49570,21924,19501,2423,12365,100,88.9,11.1,100,63.4,36.6
US13177,"Lee County, Georgia",33163,12709,11971,738,8556,100,94.2,5.8,100,71.5,28.5
US13179,"Liberty County, Georgia",65256,26564,23413,3151,11709,100,88.1,11.9,100,50,50
US13181,"Lincoln County, Georgia",7690,4389,3245,1144,2486,100,73.9,26.1,100,76.6,23.4
US13183,"Long County, Georgia",16168,6180,5492,688,3545,100,88.9,11.1,100,64.5,35.5
US13185,"Lowndes County, Georgia",118251,48717,44207,4510,23524,100,90.7,9.3,100,53.2,46.8
US13187,"Lumpkin County, Georgia",33488,13006,11676,1330,8453,100,89.8,10.2,100,72.4,27.6
US13189,"McDuffie County, Georgia",21632,9390,8589,801,5673,100,91.5,8.5,100,66,34
US13191,"McIntosh County, Georgia",10975,6615,4681,1934,3614,100,70.8,29.2,100,77.2,22.8
US13193,"Macon County, Georgia",12082,5109,4299,810,2768,100,84.1,15.9,100,64.4,35.6
US13195,"Madison County, Georgia",30120,12114,11267,847,8687,100,93,7,100,77.1,22.9
US13197,"Marion County, Georgia",7498,3497,2969,528,2129,100,84.9,15.1,100,71.7,28.3
US13199,"Meriwether County, Georgia",20613,9456,8396,1060,6086,100,88.8,11.2,100,72.5,27.5
US13201,"Miller County, Georgia",6000,2851,2537,314,1743,100,89,11,100,68.7,31.3
US13205,"Mitchell County, Georgia",21755,9036,8156,880,5183,100,90.3,9.7,100,63.5,36.5
US13207,"Monroe County, Georgia",27957,11085,10257,828,8122,100,92.5,7.5,100,79.2,20.8
