GISJOIN,GEOID,STATE,COUNTY,Persons_1970,Persons_1980,Persons_1990,Persons_2000,Persons_2010,Persons_2020,Households_1970,Households_1980,Households_1990,Households_2000,Households_2010,Households_2020
G4701610,US47161,Tennessee,Stewart County,7319,8665,9479,12370,13324,13657,2410,3104,3678,4930,5386,5470
G4701630,US47163,Tennessee,Sullivan County,127329,143968,143596,153048,156823,158163,40067,52022,56729,63556,66298,67853
G4701650,US47165,Tennessee,Sumner County,56106,85790,103281,130449,160645,196281,17141,28557,36850,48941,60975,74472
G4701670,US47167,Tennessee,Tipton County,28001,32930,37568,51271,61081,60970,7977,10778,13033,18106,21617,22563
G4701690,US47169,Tennessee,Trousdale County,5155,6137,5920,7259,7870,11615,1661,2227,2261,2780,2976,3469
G4701710,US47171,Tennessee,Unicoi County,15254,16362,16549,17667,18313,17928,4869,5948,6621,7516,7726,7638
G4701730,US47173,Tennessee,Union County,9072,11707,13694,17808,19109,19802,2647,3947,4932,6742,7391,7794
G4701750,US47175,Tennessee,Van Buren County,3758,4728,4846,5508,5548,6168,1157,1590,1799,2180,2246,2459
G4701770,US47177,Tennessee,Warren County,26972,32653,32992,38276,39839,40953,8669,11869,12681,15181,15850,16336
G4701790,US47179,Tennessee,Washington County,73924,88755,92315,107198,122979,133001,22533,31191,35823,44195,51322,55428
G4701810,US47181,Tennessee,Wayne County,12365,13946,13935,16842,17021,16232,3819,4792,5174,5936,6136,6016
G4701830,US47183,Tennessee,Weakley County,28827,32896,31972,34895,35021,32902,9400,11567,11992,13599,13898,13373
G4701850,US47185,Tennessee,White County,17088,19567,20090,23102,25841,27351,5493,6988,7722,9229,10272,10865
G4701870,US47187,Tennessee,Williamson County,34330,58108,81021,126638,183182,247726,10232,18723,27928,44725,64886,86884
G4701890,US47189,Tennessee,Wilson County,36999,56064,67675,88809,113993,147737,11666,18863,24070,32798,42563,55074
G4800010,US48001,Texas,Anderson County,27789,38381,48024,55109,58458,57922,9300,12386,14223,15678,17218,17371
G4800030,US48003,Texas,Andrews County,10372,13323,14338,13004,14786,18610,3172,4423,4758,4601,5259,6262
G4800050,US48005,Texas,Angelina County,49349,64172,69884,80130,86771,86395,15377,21781,25004,28685,31090,32134
G4800070,US48007,Texas,Aransas County,8902,14260,17892,22497,23158,23830,2945,5168,6938,9132,9795,10236
G4800090,US48009,Texas,Archer County,5759,7266,7973,8854,9054,8560,1926,2644,2957,3345,3538,3396
G4800110,US48011,Texas,Armstrong County,1895,1994,2021,2148,1901,1848,677,750,768,802,751,728
G4800130,US48013,Texas,Atascosa County,18696,25055,30533,38628,44911,48981,5311,8036,9940,12816,15246,16485
G4800150,US48015,Texas,Austin County,13831,17726,19832,23590,28417,30167,4801,6434,7478,8747,10837,11618
G4800170,US48017,Texas,Bailey County,8487,8168,7064,6594,7165,6904,2503,2681,2454,2348,2468,2359
G4800190,US48019,Texas,Bandera County,4747,7084,10562,17645,20485,20851,1762,2802,4180,7010,8564,8847
G4800210,US48021,Texas,Bastrop County,17297,24726,38263,57733,74171,97216,5777,8719,13379,20097,25840,33267
G4800230,US48023,Texas,Baylor County,5221,4919,4385,4093,3726,3465,2014,2027,1906,1791,1669,1503
G4800250,US48025,Texas,Bee County,22737,26030,25135,32359,31861,31047,6432,8181,8592,9061,9042,8896
G4800270,US48027,Texas,Bell County,124483,157889,191088,237974,310235,370647,35761,52661,67240,85507,114035,135673
G4800290,US48029,Texas,Bexar County,830460,988800,1185394,1392931,1714773,2009324,233556,320639,409043,488942,608931,726886
G4800310,US48031,Texas,Blanco County,3567,4681,5972,8418,10497,11374,1300,1825,2338,3303,4309,4787
G4800330,US48033,Texas,Borden County,888,859,799,729,641,631,277,299,294,292,264,256
G4800350,US48035,Texas,Bosque County,10966,13401,15125,17204,18212,18235,4233,5513,5990,6726,7254,7391
G4800370,US48037,Texas,Bowie County,67813,75301,81665,89306,92565,92893,22177,27449,30595,33058,34669,35518
G4800390,US48039,Texas,Brazoria County,108312,169587,191707,241767,313166,372031,30567,53907,64019,81954,106589,127464
G4800410,US48041,Texas,Brazos County,57978,93588,121862,152415,194851,233849,16977,32488,43725,55202,71739,85304
G4800430,US48043,Texas,Brewster County,7780,7573,8681,8866,9232,9546,2231,2694,3350,3669,4207,4230
G4800450,US48045,Texas,Briscoe County,2794,2579,1971,1790,1637,1435,938,967,789,724,692,605
G4800470,US48047,Texas,Brooks County,8005,8428,8204,7976,7223,7076,2220,2614,2673,2711,2642,2507
G4800490,US48049,Texas,Brown County,25877,33057,34371,37674,38106,38095,9304,12308,13097,14306,14778,15074
G4800510,US48051,Texas,Burleson County,9999,12313,13625,16470,17187,17642,3382,4459,5176,6363,6822,7183
G4800530,US48053,Texas,Burnet County,11420,17803,22677,34147,42750,49130,4166,6951,9055,13133,16511,19245
G4800550,US48055,Texas,Caldwell County,21178,23637,26392,32194,38066,45883,5713,7361,8745,10816,12301,15010
G4800570,US48057,Texas,Calhoun County,17831,19574,19053,20647,21381,20106,4835,6469,6777,7442,7766,7614
G4800590,US48059,Texas,Callahan County,8205,10992,11859,12905,13544,13708,2978,4150,4565,5061,5447,5582
G4800610,US48061,Texas,Cameron County,140368,209727,260120,335227,406220,421017,35432,58418,73278,97267,119631,132507
G4800630,US48063,Texas,Camp County,8005,9275,9904,11549,12401,12464,2675,3404,3773,4336,4678,4775
G4800650,US48065,Texas,Carson County,6358,6672,6576,6516,6182,5807,2066,2395,2402,2470,2452,2368
G4800670,US48067,Texas,Cass County,24133,29430,29982,30438,30464,28454,7898,10515,11320,12190,12429,11738
G4800690,US48069,Texas,Castro County,10394,10556,9070,8285,8062,7371,2705,3136,2877,2761,2744,2576
G4800710,US48071,Texas,Chambers County,12187,18538,20088,26031,35096,46571,3838,6248,6930,9139,11952,15623
G4800730,US48073,Texas,Cherokee County,32008,38127,41049,46659,50845,50412,10478,13627,14981,16651,17894,17992
G4800750,US48075,Texas,Childress County,6605,6950,5953,7688,7041,6664,2501,2776,2435,2474,2326,2282
G4800770,US48077,Texas,Clay County,8079,9582,10024,11006,10752,10218,2866,3607,3808,4323,4319,4262
G4800790,US48079,Texas,Cochran County,5326,4825,4377,3730,3127,2547,1505,1515,1430,1309,1113,940
G4800810,US48081,Texas,Coke County,3087,3196,3424,3864,3320,3285,1109,1257,1374,1544,1466,1415
G4800830,US48083,Texas,Coleman County,10288,10439,9710,9235,8895,7684,3956,4243,4026,3889,3857,3480
G4800850,US48085,Texas,Collin County,66920,144576,264036,491675,782341,1064465,20871,46373,95805,181970,283759,381318
G4800870,US48087,Texas,Collingsworth County,4755,4648,3573,3206,3057,2652,1725,1790,1447,1294,1179,1096
G4800890,US48089,Texas,Colorado County,17638,18823,18383,20390,20874,20557,5768,6938,7024,7641,8182,8138
G4800910,US48091,Texas,Comal County,24165,36446,51832,78021,108472,161501,7682,12958,19315,29066,41363,62232
G4800930,US48093,Texas,Comanche County,11898,12617,13381,14026,13974,13594,4439,4973,5318,5522,5580,5529
G4800950,US48095,Texas,Concho County,2937,2915,3044,3966,4087,3303,1071,1091,1063,1058,1041,977
G4800970,US48097,Texas,Cooke County,23471,27656,30777,36363,38437,41668,7684,10078,11545,13643,14513,15738
G4800990,US48099,Texas,Coryell County,35311,56767,64213,74978,75388,83093,7922,14090,16687,19950,22545,25757
G4801010,US48101,Texas,Cottle County,3204,2947,2247,1904,1505,1380,1149,1164,915,820,677,613
G4801030,US48103,Texas,Crane County,4172,4600,4652,3996,4375,4675,1303,1552,1537,1360,1471,1562
G4801050,US48105,Texas,Crockett County,3885,4608,4078,4099,3719,3098,1220,1558,1449,1524,1422,1211
G4801070,US48107,Texas,Crosby County,9085,8859,7304,7072,6059,5133,2696,2920,2516,2512,2237,1984
G4801090,US48109,Texas,Culberson County,3429,3315,3407,2975,2398,2188,913,987,1076,1052,908,881
G4801110,US48111,Texas,Dallam County,6012,6531,5461,6222,6703,7115,2011,2386,2122,2317,2448,2546
G4801130,US48113,Texas,Dallas County,1327321,1556390,1852810,2218899,2368139,2613539,421919,577701,701686,807621,855960,965537
G4801150,US48115,Texas,Dawson County,16604,16184,14349,14985,13833,12456,5020,5483,5084,4726,4385,4079
G4801170,US48117,Texas,Deaf Smith County,18999,21165,19153,18561,19372,18583,5177,6487,6182,6180,6365,6263
G4801190,US48119,Texas,Delta County,4927,4839,4857,5327,5231,5230,1874,1932,1901,2094,2088,2095
G4801210,US48121,Texas,Denton County,75633,143126,273525,432976,662614,906422,22822,49134,101984,158903,240289,328884
G4801230,US48123,Texas,DeWitt County,18660,18903,18840,20013,20097,19824,6424,7056,7195,7207,7407,7315
G4801250,US48125,Texas,Dickens County,3737,3539,2571,2762,2444,1770,1373,1369,1073,980,930,778
G4801270,US48127,Texas,Dimmit County,9039,11367,10433,10248,9996,8615,2190,3135,3072,3308,3421,3020
G4801290,US48129,Texas,Donley County,3641,4075,3696,3828,3677,3258,1382,1608,1515,1578,1517,1340
G4801310,US48131,Texas,Duval County,11722,12517,12918,13120,11782,9831,3272,3738,4159,4350,4090,3507
G4801330,US48133,Texas,Eastland County,18092,19480,18488,18297,18583,17725,6930,7730,7354,7321,7465,7167
G4801350,US48135,Texas,Ector County,91805,115374,118934,121123,137130,165171,27588,40450,42322,43846,48688,57336
G4801370,US48137,Texas,Edwards County,2107,2033,2266,2162,2002,1422,645,697,795,801,839,577
G4801390,US48139,Texas,Ellis County,46638,59743,85167,111360,149610,192455,14791,19866,28588,37020,50503,64996
G4801410,US48141,Texas,El Paso County,359291,479899,591610,679622,800647,865657,95843,140806,178366,210022,256557,296400
G4801430,US48143,Texas,Erath County,18141,22560,27991,33001,37890,42545,6761,8699,10877,12568,14569,15858
G4801450,US48145,Texas,Falls County,17300,17946,17712,18576,17866,16968,6032,6920,6492,6496,6302,5958
G4801470,US48147,Texas,Fannin County,22705,24285,24804,31242,33915,35662,8272,9267,9691,11105,12149,12857
G4801490,US48149,Texas,Fayette County,17650,18832,20095,21804,24554,24435,6567,7487,8101,8722,10078,10162
G4801510,US48151,Texas,Fisher County,6344,5891,4842,4344,3974,3672,2163,2204,1892,1785,1668,1555
G4801530,US48153,Texas,Floyd County,11044,9834,8497,7771,6446,5402,3338,3307,2982,2730,2402,2125
G4801550,US48155,Texas,Foard County,2211,2158,1794,1622,1336,1095,864,860,739,664,573,474
G4801570,US48157,Texas,Fort Bend County,52314,130846,225421,354452,585375,822779,13849,39840,70424,110915,187384,263128
G4801590,US48159,Texas,Franklin County,5291,6893,7802,9458,10605,10359,1909,2616,3017,3754,4159,4046
G4801610,US48161,Texas,Freestone County,11116,14830,15818,17867,19816,19435,4042,5608,6063,6588,7259,7256
G4801630,US48163,Texas,Frio County,11159,13785,13472,16252,17217,18385,2921,4041,4129,4743,4854,5190
G4801650,US48165,Texas,Gaines County,11593,13150,14123,14467,17526,21598,3400,4190,4502,4681,5606,6765
G4801670,US48167,Texas,Galveston County,169812,195940,217399,250158,291309,350682,52987,69284,81451,94782,108969,132819
G4801690,US48169,Texas,Garza County,5289,5336,5143,4872,6461,5816,1689,1842,1822,1663,1671,1636
G4801710,US48171,Texas,Gillespie County,10553,13532,17204,20814,24837,26725,3714,5219,6711,8521,10572,11486
G4801730,US48173,Texas,Glasscock County,1155,1304,1447,1406,1226,1116,337,387,456,483,441,428
G4801750,US48175,Texas,Goliad County,4869,5193,5980,6928,7210,7012,1545,1777,2208,2644,2868,2815
G4801770,US48177,Texas,Gonzales County,16375,16883,17205,18628,19807,19653,5335,5949,6231,6782,7120,7275
G4801790,US48179,Texas,Gray County,26949,26386,23967,22744,22535,21227,9356,10224,9548,8793,8443,7939
G4801810,US48181,Texas,Grayson County,83225,89796,95021,110595,120877,135543,27733,33972,36847,42849,46905,52307
G4801830,US48183,Texas,Gregg County,75929,99487,104948,111379,121730,124239,24902,35884,40027,42687,45798,48130
G4801850,US48185,Texas,Grimes County,11855,13580,18828,23552,26604,29268,3924,4857,6040,7753,8902,10133
G4801870,US48187,Texas,Guadalupe County,33554,46708,64873,89023,131533,172706,10308,15733,22663,30900,45762,59975
G4801890,US48189,Texas,Hale County,34137,37592,34671,36602,36273,32522,10228,12385,11703,11975,11846,11396
G4801910,US48191,Texas,Hall County,6015,5594,3905,3782,3353,2825,2184,2175,1669,1548,1372,1220
G4801930,US48193,Texas,Hamilton County,7198,8297,7733,8229,8517,8222,2882,3423,3250,3374,3442,3365
G4801950,US48195,Texas,Hansford County,6351,6209,5848,5369,5613,5285,1996,2269,2112,2005,2006,1936
G4801970,US48197,Texas,Hardeman County,6795,6368,5283,4724,4139,3549,2491,2476,2101,1943,1722,1509
G4801990,US48199,Texas,Hardin County,29996,40721,41320,48073,54635,56231,9141,13727,14693,17805,20462,21616
G4802010,US48201,Texas,Harris County,1741912,2409547,2818199,3400578,4092459,4731145,540929,869882,1026448,1205516,1435155,1692730
G4802030,US48203,Texas,Harrison County,44841,52265,57483,62110,65631,68839,14065,18049,20705,23087,24523,25648
G4802050,US48205,Texas,Hartley County,2782,3987,3634,5537,6062,5382,878,1361,1332,1604,1771,1716
G4802070,US48207,Texas,Haskell County,8512,7725,6820,6093,5899,5416,3032,2981,2753,2569,2297,2112
G4802090,US48209,Texas,Hays County,27642,40594,65614,97589,157107,241067,7175,12583,22218,33410,55245,86904
G4802110,US48211,Texas,Hemphill County,3084,5304,3720,3351,3807,3382,1038,1837,1348,1280,1382,1243
G4802130,US48213,Texas,Henderson County,26466,42606,58543,73277,78532,82150,8852,16087,22947,28804,31020,32748
G4802150,US48215,Texas,Hidalgo County,181535,283229,383545,569463,774769,870781,43525,75816,103479,156824,216471,258542
G4802170,US48217,Texas,Hill County,22596,25024,27146,32321,35089,35874,8145,9683,10268,12204,13238,13729
G4802190,US48219,Texas,Hockley County,20396,23230,24199,22716,22935,21537,5915,7522,7988,7994,8242,7954
G4802210,US48221,Texas,Hood County,6368,17714,28981,41100,51182,61598,2257,6759,11137,16176,20795,24811
G4802230,US48223,Texas,Hopkins County,20710,25247,28833,31960,35161,36787,7374,9528,10965,12286,13308,13947
G4802250,US48225,Texas,Houston County,17855,22299,21375,23185,23732,22066,5533,7204,7792,8259,8656,8132
G4802270,US48227,Texas,Howard County,37796,33142,32343,33627,35012,34860,11508,11965,11477,11389,11333,11674
G4802290,US48229,Texas,Hudspeth County,2392,2728,2915,3344,3476,3202,672,822,946,1092,1174,833
G4802310,US48231,Texas,Hunt County,47948,55248,64343,76596,86129,99956,15888,20331,24075,28742,32076,36076
G4802330,US48233,Texas,Hutchinson County,24443,26304,25689,23857,22150,20617,8316,9837,9642,9283,8812,8171
G4802350,US48235,Texas,Irion County,1070,1386,1629,1771,1599,1513,387,507,601,694,653,617
G4802370,US48237,Texas,Jack County,6711,7408,6981,8763,9044,8472,2467,2894,2725,3047,3136,2950
G4802390,US48239,Texas,Jackson County,12975,13352,13039,14391,14075,14988,3964,4685,4833,5336,5284,5558
G4802410,US48241,Texas,Jasper County,24692,30781,31102,35604,35710,32980,7705,10708,11427,13450,13770,13050
G4802430,US48243,Texas,Jeff Davis County,1527,1647,1946,2207,2342,1996,480,592,779,896,1034,965
G4802450,US48245,Texas,Jefferson County,244773,250938,239397,252051,252273,256526,76462,90245,90520,92880,93441,95658
G4802470,US48247,Texas,Jim Hogg County,4654,5168,5109,5281,5300,4838,1253,1564,1675,1815,1902,1712
G4802490,US48249,Texas,Jim Wells County,33032,36498,37679,39326,40838,38891,8940,11165,11979,12961,13961,13764
G4802510,US48251,Texas,Johnson County,45769,67649,97165,126811,150934,179927,14857,23122,33462,43636,52193,61654
G4802530,US48253,Texas,Jones County,16106,17268,16490,20785,20202,19663,5713,6367,6180,6140,6034,5735
G4802550,US48255,Texas,Karnes County,13462,13593,12455,15446,14824,14710,3907,4522,4337,4454,4463,4594
G4802570,US48257,Texas,Kaufman County,32392,39015,52220,71313,103350,145310,9615,13154,17827,24367,34964,47673
G4802590,US48259,Texas,Kendall County,6964,10635,14589,23743,33410,44279,2429,3801,5342,8613,12617,16406
G4802610,US48261,Texas,Kenedy County,678,543,460,414,416,350,163,169,145,138,147,131
G4802630,US48263,Texas,Kent County,1434,1145,1010,859,808,753,464,431,399,353,350,312
G4802650,US48265,Texas,Kerr County,19454,28780,36304,43653,49625,52598,6592,11171,14384,17813,20550,22060
G4802670,US48267,Texas,Kimble County,3904,4063,4122,4468,4607,4286,1370,1564,1624,1866,2016,1949
G4802690,US48269,Texas,King County,464,425,354,356,286,265,150,154,124,108,113,108
G4802710,US48271,Texas,Kinney County,2006,2279,3119,3379,3598,3129,597,771,1187,1314,1350,1156
G4802730,US48273,Texas,Kleberg County,33166,33358,30274,31549,32061,31040,8903,10280,10058,10896,11097,11530
G4802750,US48275,Texas,Knox County,5972,5329,4837,4253,3719,3353,2087,2042,1887,1690,1506,1321
G4802770,US48277,Texas,Lamar County,36062,42156,43949,48499,49793,50088,12583,15710,16798,19077,19829,20186
G4802790,US48279,Texas,Lamb County,17770,18669,15072,14709,13977,13045,5627,6408,5488,5360,5081,4864
G4802810,US48281,Texas,Lampasas County,9323,12005,13521,17762,19677,21627,3305,4414,5058,6554,7539,8486
G4802830,US48283,Texas,La Salle County,5014,5514,5254,5866,6886,6664,1375,1726,1701,1819,1931,1857
G4802850,US48285,Texas,Lavaca County,17903,19004,18690,19210,19263,20337,6271,7150,7349,7669,7808,8191
G4802870,US48287,Texas,Lee County,8048,10952,12854,15657,16612,17478,2815,3856,4706,5663,6151,6590
G4802890,US48289,Texas,Leon County,8738,9594,12665,15335,16801,15719,3113,3826,5006,6189,6896,6486
G4802910,US48291,Texas,Liberty County,33014,47088,52726,70154,75643,91628,10404,16227,18538,23242,25073,29469
G4802930,US48293,Texas,Limestone County,18100,20224,20946,22051,23384,22146,5951,7421,7722,7906,8499,8237
G4802950,US48295,Texas,Lipscomb County,3486,3766,3143,3057,3302,3059,1219,1402,1230,1205,1263,1220
G4802970,US48297,Texas,Live Oak County,6697,9606,9556,12309,11531,11335,2078,3308,3550,4230,4257,4067
G4802990,US48299,Texas,Llano County,6979,10144,11631,17044,19301,21243,2827,4402,5278,7879,9008,9794
