GISJOIN,NATION,NATIONA,AT2AA1980,AT2AA1990,AT2AA2000,AT2AA2010,AT2AB1980,AT2AB1990,AT2AB2000,AT2AB2010
"G1","United States","1",51794545,59024811,69815753,75986074,28595128,32922599,35664348,40730218
